Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
Yes,211,iOS and Android,18561,1,4,Financial,85,3537,4,No,20,No,3,0,10
No,219,iOS and Android,42380,1,3,Medical,83,6696,3,No,26,No,2,2,15
No,234,iOS and Android,51246,23,3,Medical,76,5633,0,No,27,Yes,2,1,18
No,189,Android,23673,1,2,Financial,94,4051,2,No,16,No,4,2,10
No,339,iOS and Android,48517,20,2,Medical,90,13551,2,Yes,22,No,2,0,28
No,271,iOS and Android,49139,1,3,Financial,54,3262,2,No,18,No,3,1,18
No,413,iOS and Android,15869,1,3,Medical,88,19102,0,Yes,21,No,3,0,43
Yes,354,Android,23340,29,4,Financial,102,11890,3,Yes,19,No,4,1,19
No,211,iOS and Android,40571,1,3,Medical,109,2127,1,No,445,Yes,4,1,9
No,,iOS and Android,8015,1,4,Medical,106,6562,5,No,21,No,2,1,10
No,159,iOS and Android,34904,1,2,Medical,105,3282,2,No,22,No,1,0,7
No,280,Android,25516,1,4,Medical,89,13644,4,Yes,22,No,1,2,22
No,263,iOS and Android,46061,22,3,Financial,76,12045,8,No,30,No,2,1,13
No,287,iOS and Android,11303,1,2,Medical,,5656,1,Yes,28,Yes,3,1,17
No,196,iOS,51803,1,3,Financial,91,6454,3,,27,Yes,1,1,14
No,377,iOS and Android,27943,1,1,Financial,103,19189,3,No,25,No,1,2,32
No,400,iOS and Android,37491,1,4,Medical,51,17642,5,Yes,28,No,4,3,27
No,317,iOS and Android,22267,1,1,Financial,112,4957,3,No,28,Yes,3,0,26
No,219,iOS,15514,1,2,Financial,57,4611,1,No,25,No,1,0,17
No,413,iOS and Android,5180,20,2,Entertainment,48,5456,3,Yes,310,No,4,1,18
No,197,iOS,17405,11,2,Medical,73,4793,3,Yes,21,No,3,1,12
No,278,iOS and Android,48070,1,3,Financial,55,2162,3,No,15,No,2,0,24
Yes,331,iOS,32238,24,3,Financial,51,3208,4,Yes,323,Yes,4,1,23
No,286,iOS and Android,24118,23,4,Financial,88,5788,11,No,24,No,2,1,14
Yes,196,iOS and Android,50752,16,4,Medical,55,2413,2,Yes,24,No,4,1,13
No,211,iOS and Android,39142,1,2,Financial,72,3360,2,No,490,Yes,4,0,6
No,369,iOS,22291,10,4,Financial,41,18723,9,Yes,16,No,4,0,23
No,271,iOS and Android,17740,1,3,Entertainment,36,4538,4,No,16,No,4,0,13
No,234,iOS,15590,1,3,Social media,94,2831,2,No,23,No,3,1,5
Yes,197,iOS and Android,33283,1,4,Social media,60,5881,2,Yes,16,No,2,0,16
No,279,iOS,31152,1,3,Medical,63,2367,2,Yes,18,No,3,3,6
No,316,iOS,19459,26,3,Social media,88,13582,7,No,24,No,4,1,32
Yes,137,iOS and Android,8081,1,3,Financial,61,1475,1,No,18,No,3,0,9
No,264,iOS and Android,43162,16,3,Social media,103,8066,1,No,24,No,3,2,17
No,272,iOS,19850,18,4,Financial,96,3738,4,No,21,No,4,2,10
No,384,iOS and Android,45605,1,3,,89,5541,5,No,25,No,4,1,18
No,309,iOS and Android,11720,1,4,Financial,100,16064,1,No,371,No,2,0,29
No,136,iOS and Android,28470,10,3,Medical,,1252,3,No,16,No,1,0,10
No,212,iOS and Android,51696,16,2,Medical,81,5715,1,,29,No,3,0,13
No,234,iOS and Android,,1,3,Entertainment,107,6973,4,No,18,No,2,1,17
No,294,iOS and Android,39650,1,3,Medical,53,9673,0,No,29,No,1,3,24
No,272,Android,38710,24,4,Financial,56,5723,9,No,25,No,3,1,21
No,241,iOS and Android,31756,1,3,Financial,98,5539,2,No,24,No,3,1,18
No,286,iOS and Android,,25,2,Financial,91,12118,5,No,21,No,3,1,22
No,436,Android,13690,1,4,Financial,45,5705,3,Yes,21,No,4,1,17
No,234,iOS and Android,24232,1,4,Entertainment,94,4880,0,Yes,23,No,3,1,15
No,234,iOS and Android,3755,1,3,Tour  Travel,72,6466,3,No,19,No,4,0,16
No,339,iOS,43761,1,3,Financial,103,5250,3,No,27,No,1,1,32
No,233,iOS and Android,6765,1,4,Financial,47,2740,2,Yes,27,No,2,1,8
No,,iOS,19392,1,4,Financial,86,11925,6,No,21,No,2,2,16
No,295,iOS and Android,4129,10,1,Medical,105,17126,1,Yes,20,No,4,0,28
No,323,iOS,6520,10,4,Financial,48,2509,1,No,25,No,1,0,14
No,,iOS and Android,38219,1,2,Entertainment,97,14015,8,Yes,16,No,4,0,28
Yes,391,iOS and Android,25350,1,4,Medical,94,4996,3,No,23,No,1,0,13
No,203,iOS and Android,42744,1,3,Financial,94,2526,1,Yes,17,No,2,0,8
No,242,iOS and Android,20612,1,2,Entertainment,71,5285,2,Yes,16,No,4,0,19
No,204,iOS and Android,48228,1,3,Financial,84,4532,2,Yes,21,No,1,0,7
No,233,iOS and Android,24226,1,3,Social media,80,7594,5,No,16,No,4,3,20
No,,iOS and Android,35670,1,4,Medical,79,5097,7,No,20,No,3,0,13
Yes,211,iOS and Android,40525,1,4,Medical,97,3512,6,Yes,24,No,4,0,8
No,226,iOS and Android,44663,28,2,Medical,75,5831,1,No,19,No,4,2,18
No,234,iOS,27962,1,2,Financial,,9000,2,No,444,Yes,1,1,15
No,294,iOS,,1,2,Medical,62,19320,2,,20,No,1,1,27
Yes,295,iOS and Android,40720,1,2,Medical,50,5291,6,Yes,21,No,1,0,12
No,249,iOS,,10,3,Social media,58,4734,3,No,25,No,3,0,12
No,353,iOS and Android,51920,1,5,Financial,49,18347,4,No,15,No,2,1,22
No,324,iOS,19609,10,4,Financial,96,5301,2,No,14,No,2,1,11
No,204,Android,7399,1,1,Social media,85,6397,2,Yes,21,No,4,1,11
No,406,iOS,32525,20,4,Financial,46,4909,4,No,19,No,4,0,23
No,,iOS and Android,35085,1,3,Financial,50,10042,9,No,23,No,1,1,19
No,,iOS and Android,19265,1,4,Other,82,3753,9,No,22,No,1,2,20
No,302,iOS and Android,39389,1,2,Medical,70,7515,4,Yes,25,Yes,3,3,14
Yes,,iOS and Android,11179,1,4,Other,89,2177,3,Yes,14,No,4,0,13
No,218,iOS and Android,25867,1,5,Other,40,4030,0,No,21,No,3,0,4
No,227,iOS and Android,19991,1,3,Social media,45,6160,3,No,19,No,3,3,14
No,,iOS and Android,39599,1,4,Social media,65,6260,1,No,29,No,1,1,9
No,279,iOS and Android,41760,1,2,Medical,72,6389,9,No,27,No,3,2,12
No,286,iOS and Android,12051,15,2,Financial,102,11550,1,Yes,20,No,2,1,18
No,234,iOS and Android,43168,1,4,Medical,46,7193,1,Yes,21,No,3,0,17
No,219,iOS and Android,5077,10,1,Social media,47,8312,3,Yes,18,No,1,2,11
No,263,iOS and Android,45401,1,4,Entertainment,76,8139,1,No,22,No,4,0,21
No,174,iOS and Android,45852,26,1,Financial,89,2963,2,No,15,No,3,2,7
No,309,iOS and Android,16945,1,3,Medical,101,6078,7,Yes,25,No,4,0,15
No,353,iOS,45846,1,1,Medical,105,3036,5,No,24,No,1,0,11
No,316,iOS and Android,28387,23,5,Financial,59,16049,4,No,26,No,2,0,20
No,219,Android,26141,1,3,Financial,70,4701,3,No,19,No,1,1,9
No,316,iOS and Android,19073,1,1,Entertainment,67,2753,2,,22,No,3,1,7
No,241,iOS and Android,37215,1,3,Medical,80,2427,3,No,21,No,3,1,11
No,362,iOS and Android,18587,29,1,Medical,102,12546,3,No,30,Yes,2,1,16
No,279,iOS and Android,46204,1,3,Medical,63,6024,5,Yes,16,No,1,2,13
No,,Android,22478,25,2,Entertainment,100,4794,7,Yes,18,No,2,1,9
No,196,iOS and Android,32697,1,3,Financial,69,5356,1,No,20,No,2,1,13
No,317,iOS and Android,46650,1,4,Other,106,6841,4,No,30,Yes,2,0,16
Yes,159,iOS,26509,1,1,Entertainment,108,2234,2,Yes,20,No,3,0,9
No,,Android,29616,1,5,Medical,50,6701,5,No,19,No,2,0,7
No,271,iOS,18978,1,4,Medical,58,9746,5,No,18,No,1,1,22
No,428,iOS and Android,20796,1,4,Medical,97,6803,3,No,19,No,3,0,19
No,,,41020,10,4,Financial,55,2268,5,Yes,22,No,3,1,14
No,159,Android,,1,2,Medical,46,2666,3,No,343,Yes,3,0,7
Yes,249,iOS and Android,12299,1,3,Social media,45,2893,2,Yes,23,No,2,0,7
No,278,iOS and Android,32281,10,3,Medical,103,3505,7,No,25,Yes,2,1,22
No,346,Android,40078,1,4,Medical,38,5316,3,No,22,No,3,0,11
Yes,308,iOS,5035,1,3,Social media,64,9410,1,No,29,No,3,0,10
Yes,,iOS and Android,20164,22,2,Social media,79,6438,2,Yes,21,No,1,2,11
No,234,iOS and Android,14327,1,4,Financial,48,2714,2,Yes,23,No,4,0,8
Yes,159,iOS and Android,5504,12,3,Financial,100,2768,2,No,26,No,4,0,5
No,,iOS and Android,,23,3,Financial,66,2241,10,No,26,No,4,0,13
No,,iOS and Android,26471,1,4,Financial,109,6594,10,No,30,No,3,0,13
No,204,iOS and Android,51460,1,2,Medical,91,3858,2,No,22,No,2,1,9
No,212,iOS and Android,10682,1,4,Financial,98,5310,2,,21,No,4,0,11
No,369,iOS and Android,44183,1,3,Other,36,11018,10,No,28,Yes,3,0,34
No,384,iOS and Android,41272,14,2,Financial,93,4985,4,No,22,No,3,1,19
No,271,iOS and Android,11546,1,3,Financial,110,2587,4,No,21,No,2,1,11
Yes,257,Android,47708,19,3,Social media,79,5345,8,Yes,20,No,2,0,19
No,414,iOS and Android,,1,3,Financial,106,16703,2,Yes,25,No,3,0,32
No,181,iOS and Android,48023,10,4,Social media,87,4312,2,Yes,16,No,4,1,8
No,227,iOS and Android,7119,,1,Entertainment,77,2531,2,No,27,No,1,1,8
Yes,196,iOS,20173,1,1,Entertainment,83,3146,2,No,28,Yes,3,0,14
No,,iOS and Android,,11,3,Medical,49,2300,1,No,25,No,4,1,2
No,,iOS and Android,5777,1,2,Medical,71,7637,3,No,16,No,2,2,16
Yes,226,iOS,16282,1,3,Entertainment,45,2338,10,Yes,30,Yes,3,0,7
No,279,iOS and Android,38789,14,3,Financial,106,3085,2,No,17,No,3,1,22
No,302,iOS and Android,26595,1,2,Social media,55,5771,9,No,24,No,3,2,9
No,317,iOS and Android,7076,1,4,Financial,109,2618,3,No,28,No,2,1,15
No,279,iOS and Android,45721,10,4,Financial,56,4245,4,Yes,20,No,4,0,22
No,323,iOS and Android,34420,12,3,Financial,69,14379,3,No,23,No,3,1,29
No,301,iOS and Android,19463,1,3,Medical,84,3488,8,No,417,Yes,2,1,25
No,406,iOS and Android,28776,1,2,Medical,91,19463,6,No,19,No,3,1,25
No,256,Android,48383,1,4,Social media,83,6583,10,No,18,No,1,1,13
No,234,iOS and Android,16836,1,2,Medical,45,4353,3,No,16,No,2,1,21
No,324,iOS,10995,21,3,Medical,73,2312,8,No,393,Yes,1,1,16
No,324,iOS and Android,51603,1,4,Other,80,4572,6,Yes,21,No,4,0,16
No,189,iOS and Android,31226,1,2,Financial,,4545,2,Yes,19,No,2,0,6
No,279,Android,37249,25,5,Medical,83,4496,4,,24,No,1,2,18
No,233,iOS and Android,11548,1,2,Financial,103,2267,1,No,21,No,3,1,9
No,294,iOS,42680,1,1,Financial,60,19257,1,Yes,23,No,3,1,25
No,,iOS,31747,1,3,Financial,99,13259,11,No,14,No,4,3,37
No,226,iOS and Android,37905,12,3,Entertainment,95,6618,2,No,14,No,2,0,8
No,308,iOS and Android,22624,1,3,Social media,62,8441,3,No,21,No,3,1,17
No,211,iOS and Android,45550,17,2,Medical,93,4610,1,No,24,No,4,1,16
Yes,188,iOS and Android,24112,1,3,Medical,96,4086,7,No,16,No,3,1,11
No,391,iOS and Android,11215,1,3,Medical,49,8010,3,Yes,20,No,3,0,35
No,338,iOS and Android,6756,10,2,Financial,81,2700,4,No,30,Yes,4,2,16
No,392,iOS and Android,52188,1,2,Financial,41,16603,2,No,24,No,4,0,32
No,316,iOS,18656,29,2,Financial,100,4596,3,No,15,No,2,1,24
No,226,iOS and Android,11125,1,3,Financial,56,6138,2,No,29,Yes,3,0,15
No,451,iOS and Android,14817,1,3,Financial,56,19606,5,No,21,No,4,0,33
No,346,iOS and Android,52021,18,3,Medical,92,4862,4,No,25,No,3,1,25
No,317,iOS,,28,4,Entertainment,99,4568,1,No,22,No,4,3,9
Yes,181,iOS and Android,50725,1,1,Entertainment,69,3254,2,Yes,21,No,2,0,8
Yes,256,iOS,10407,1,2,Social media,44,2410,2,No,27,No,4,1,4
No,286,iOS,52199,1,2,Financial,50,1746,3,Yes,463,Yes,3,1,10
No,301,iOS and Android,48961,1,4,Financial,87,18089,1,No,20,No,4,0,27
No,196,iOS and Android,47258,23,3,Financial,96,2945,1,No,350,Yes,2,2,6
No,227,Android,49030,1,3,Financial,60,2141,6,No,26,No,3,1,13
No,218,iOS and Android,34552,1,4,Medical,98,11984,3,No,26,No,3,0,13
Yes,,iOS and Android,14312,25,5,Entertainment,,2599,5,No,27,No,2,0,13
Yes,144,iOS and Android,17158,1,2,Entertainment,61,2622,2,,22,No,3,0,5
No,227,Android,48963,22,4,Other,79,8468,0,No,20,No,3,0,16
No,430,iOS and Android,7383,29,3,Social media,65,14175,4,No,16,No,3,1,37
No,377,iOS and Android,38513,29,4,Financial,93,17090,2,No,20,No,2,1,29
No,226,Android,39109,1,3,Medical,57,2617,2,No,26,No,3,0,16
No,451,iOS,52495,28,3,Social media,94,10319,4,No,29,No,4,0,28
No,354,iOS and Android,34439,1,2,Medical,71,5110,6,No,18,No,3,3,22
No,347,iOS and Android,35350,1,3,Financial,63,17909,7,No,25,No,3,0,27
No,264,iOS and Android,5073,22,3,Financial,54,4280,2,No,20,No,3,0,12
No,,iOS and Android,19215,1,4,Financial,51,3824,9,No,19,No,3,0,25
No,257,iOS and Android,,1,4,Financial,68,2810,5,No,23,No,3,1,18
No,346,iOS and Android,39425,10,3,Social media,105,9112,3,Yes,26,No,3,1,20
No,,iOS and Android,44637,1,1,Financial,38,10689,1,No,432,Yes,4,1,15
Yes,248,iOS and Android,44740,15,1,Medical,71,13652,8,Yes,19,No,4,0,24
Yes,,iOS and Android,20581,10,1,Medical,51,3452,8,No,25,No,1,3,12
No,227,iOS and Android,14504,1,1,Social media,71,3031,0,No,22,No,1,0,7
No,263,iOS and Android,44703,16,3,Financial,80,7685,6,Yes,16,No,3,0,17
Yes,233,iOS,18720,20,3,Financial,78,9870,3,No,17,No,1,0,18
Yes,256,iOS,34615,23,3,Tour  Travel,50,9995,10,Yes,18,No,3,3,14
No,316,iOS,51639,1,2,Other,102,2149,5,No,29,No,4,1,10
No,271,Android,22275,10,4,Medical,40,10020,3,No,19,No,4,0,18
Yes,167,iOS,,1,1,Entertainment,104,3949,6,No,21,No,3,0,13
No,361,iOS and Android,5755,1,5,Social media,49,4096,4,No,26,No,1,1,14
No,414,iOS and Android,39139,18,5,Financial,,16890,5,No,28,Yes,4,0,38
No,309,Android,9395,10,2,Financial,65,6271,9,,24,No,4,0,22
No,264,iOS and Android,21705,1,3,Social media,97,4763,11,No,20,No,3,0,18
No,302,iOS and Android,10616,1,3,Financial,83,13297,7,No,24,No,3,0,26
No,294,iOS,,1,1,Financial,61,3796,1,No,21,No,1,1,9
No,234,iOS and Android,29015,1,1,Financial,85,6642,4,Yes,18,No,3,0,17
No,316,iOS and Android,11209,24,3,Medical,66,7453,1,Yes,412,Yes,4,1,11
No,339,iOS and Android,19682,1,3,Other,68,4851,1,No,26,No,2,1,14
Yes,196,iOS,14941,17,4,Financial,70,2800,1,Yes,20,No,2,1,10
No,,iOS and Android,8160,19,3,Entertainment,45,4308,6,No,18,No,2,2,15
No,248,iOS and Android,32303,1,5,Medical,106,16229,5,No,27,No,3,1,15
No,234,iOS and Android,24115,1,3,Financial,49,11602,10,No,26,Yes,3,1,12
Yes,137,iOS,45742,1,3,Social media,74,1930,1,Yes,22,No,4,0,5
No,302,Android,38340,28,3,Other,65,10991,5,No,21,No,3,1,20
No,309,Android,17864,1,4,Other,70,6864,4,Yes,24,No,1,0,14
No,196,iOS and Android,,29,2,Medical,59,4357,6,No,22,No,1,2,14
No,264,iOS and Android,6855,1,3,Medical,91,4918,1,No,23,No,4,0,11
No,256,iOS and Android,9072,21,4,Financial,81,5396,2,No,22,No,4,0,13
Yes,,iOS and Android,16517,24,3,Entertainment,78,2385,3,Yes,27,No,2,0,6
No,279,iOS and Android,27999,1,3,Entertainment,72,7536,5,No,20,No,4,0,17
No,347,iOS,36227,18,1,Medical,95,10576,7,No,14,No,4,0,31
No,309,iOS and Android,44696,1,5,Financial,101,16641,8,No,23,No,2,1,23
No,,Android,5020,1,4,Medical,77,8887,2,No,23,No,4,1,13
No,391,iOS and Android,33504,1,2,Entertainment,88,5620,4,Yes,18,No,2,2,24
Yes,241,Android,51623,11,4,Other,74,4764,8,No,23,No,4,0,12
No,181,iOS,,24,3,Medical,47,2440,1,,18,No,3,2,11
No,286,iOS and Android,52362,10,3,Medical,89,9875,4,No,30,No,3,1,20
No,279,iOS and Android,15653,1,4,Financial,74,6498,7,No,24,No,2,1,17
No,369,iOS and Android,43618,18,4,Financial,71,19544,1,Yes,29,No,3,1,35
No,181,iOS and Android,24230,23,3,Medical,97,2774,1,Yes,19,No,2,2,10
No,,iOS and Android,24639,28,2,Social media,75,6318,2,No,30,Yes,4,2,7
No,181,iOS and Android,28854,17,2,Other,109,2177,3,No,29,Yes,4,1,3
No,376,iOS,43651,1,3,Medical,110,18258,1,No,14,No,3,1,36
No,188,iOS and Android,21800,13,1,Medical,46,2148,1,No,14,No,3,0,13
Yes,181,iOS,45082,1,3,Financial,61,2932,2,Yes,20,No,4,1,11
Yes,227,iOS,15725,12,4,Financial,79,2078,3,No,21,No,3,1,6
No,257,iOS and Android,8936,1,2,Financial,89,3663,1,Yes,20,No,4,1,9
Yes,233,iOS and Android,47814,13,4,Medical,58,4273,4,No,21,No,3,0,12
No,264,iOS and Android,18866,25,2,Other,61,3721,4,No,23,No,4,0,14
No,234,iOS and Android,18425,1,4,Medical,76,5502,5,No,355,Yes,4,2,19
No,203,iOS and Android,27963,1,4,Medical,79,2229,2,No,18,No,3,2,11
No,280,iOS and Android,19571,1,3,Social media,89,9647,6,Yes,18,No,3,1,22
No,151,iOS and Android,33611,1,3,Financial,91,2892,1,No,18,No,4,0,10
No,316,iOS and Android,21815,1,4,Financial,90,4136,3,No,18,No,2,2,19
No,324,iOS and Android,27415,1,4,Other,65,16680,5,Yes,19,No,3,1,23
No,286,iOS and Android,12711,1,1,Financial,54,2660,4,No,23,No,4,0,18
No,,iOS,,1,5,Medical,78,5731,4,Yes,25,No,2,1,19
No,362,iOS and Android,43303,1,4,Financial,55,15442,9,No,17,No,1,1,29
No,331,iOS and Android,38953,1,4,Financial,,6029,6,No,15,No,2,0,14
No,257,iOS and Android,7189,14,3,Entertainment,41,2624,1,,27,No,4,2,12
Yes,204,iOS and Android,49750,1,1,Social media,99,3089,1,No,19,No,2,1,9
No,159,iOS and Android,47050,22,1,Entertainment,55,3499,2,No,20,No,3,0,8
No,332,iOS and Android,46075,1,4,Other,48,19572,5,Yes,24,No,1,1,28
No,,iOS and Android,21188,1,1,Medical,79,2826,1,No,25,Yes,4,0,7
No,249,iOS and Android,42597,1,4,Social media,48,7148,1,No,19,No,4,0,10
No,,iOS and Android,,,4,Financial,98,6364,2,Yes,18,No,4,1,7
No,226,iOS,5637,,3,Medical,80,2141,1,No,29,Yes,3,1,5
No,399,iOS and Android,8376,1,1,Medical,40,8433,9,No,26,Yes,4,0,21
No,257,iOS and Android,48926,1,5,Financial,50,2746,1,No,21,No,4,1,15
Yes,339,iOS,10742,26,4,Financial,109,4327,2,No,18,No,4,2,7
No,196,iOS and Android,34725,1,3,Financial,76,2711,2,Yes,17,No,3,1,8
No,,iOS and Android,16915,1,3,Other,41,9492,1,No,22,No,3,1,13
No,219,iOS and Android,41204,1,2,Medical,76,5604,2,No,21,No,1,1,13
No,264,iOS and Android,35641,1,4,Financial,87,6688,3,No,19,No,2,0,17
No,249,iOS,45398,1,3,Financial,35,7778,4,No,379,Yes,3,1,21
No,406,iOS and Android,13937,19,4,Medical,94,10773,3,No,18,No,3,1,21
No,271,iOS and Android,31996,1,2,Medical,59,8897,3,Yes,22,No,3,1,16
No,,iOS and Android,39075,1,4,Medical,62,2096,1,No,18,No,4,0,7
Yes,151,iOS and Android,47708,10,1,Medical,45,1060,3,Yes,21,No,4,0,2
Yes,248,iOS,37700,1,3,Financial,85,3404,2,Yes,20,No,1,0,14
No,264,Android,25490,1,3,Financial,52,1339,3,No,27,No,3,2,10
No,173,iOS and Android,31008,1,3,Medical,72,2869,4,No,20,No,1,1,12
No,190,iOS and Android,28389,1,3,Financial,,4892,2,No,29,Yes,3,1,8
No,287,iOS and Android,8550,1,4,Social media,57,4082,2,,26,Yes,1,0,13
No,219,iOS,28252,1,4,Financial,82,2773,2,No,25,No,4,1,14
No,362,iOS and Android,28627,1,1,Social media,67,8171,5,No,22,No,4,0,17
No,205,iOS,49399,1,1,Medical,77,4704,1,Yes,336,Yes,2,2,9
No,279,iOS and Android,42906,10,2,Financial,88,4734,4,No,26,No,1,0,9
No,377,iOS and Android,42280,28,1,Medical,82,3263,1,Yes,19,No,3,3,23
No,256,iOS and Android,50511,1,3,Medical,57,8671,2,No,21,No,2,0,14
Yes,181,iOS and Android,24291,1,2,Financial,79,4629,9,No,26,No,1,0,4
No,294,iOS and Android,14310,1,4,Entertainment,92,4599,1,No,16,No,1,0,23
No,242,iOS and Android,32551,10,3,Social media,65,5437,1,No,21,No,4,0,13
Yes,377,iOS,19713,1,2,Entertainment,64,6849,4,Yes,23,No,1,1,22
No,287,iOS and Android,28979,1,4,Financial,47,7680,1,No,22,No,3,0,17
No,203,iOS and Android,21330,1,2,Financial,73,7465,1,No,16,No,4,0,18
No,242,iOS and Android,35670,1,2,Financial,51,11212,5,No,22,No,4,0,17
No,354,iOS and Android,24652,14,4,Social media,55,5002,2,No,22,No,4,0,26
No,301,iOS,20346,1,4,Financial,63,10533,7,Yes,441,Yes,3,1,28
No,398,iOS and Android,33982,1,3,Financial,72,14867,3,No,29,No,3,0,36
No,310,iOS and Android,14981,10,4,Tour  Travel,78,19199,5,No,18,No,2,3,29
No,451,iOS and Android,41315,16,4,Social media,99,5461,10,No,24,No,4,0,10
No,205,iOS,10339,10,2,Financial,41,8852,3,No,346,Yes,3,2,14
No,309,iOS and Android,11038,1,3,Tour  Travel,65,19231,2,No,17,No,2,1,23
No,377,iOS and Android,11099,1,4,,64,3920,9,No,21,No,4,1,9
Yes,211,iOS and Android,22922,1,2,Financial,77,2265,7,Yes,20,No,4,0,17
No,271,Android,14994,1,3,Financial,,11766,11,No,23,No,1,1,17
No,286,iOS and Android,5919,1,3,Financial,87,7910,5,,26,No,4,0,14
No,331,Android,13375,24,3,Medical,64,3766,4,No,26,No,3,0,15
No,354,iOS,7627,1,3,Medical,62,13813,9,Yes,21,No,4,2,36
No,227,iOS and Android,17570,27,5,Social media,114,5358,8,No,463,Yes,4,1,14
No,219,iOS and Android,48900,10,3,Financial,105,2694,2,No,23,No,3,0,7
Yes,,iOS,32692,19,3,Medical,68,2817,7,Yes,20,No,4,0,15
No,324,iOS,,15,3,Financial,58,6853,4,No,26,No,3,1,9
No,256,iOS and Android,33999,1,2,Medical,110,6183,4,No,19,No,4,0,14
No,173,iOS and Android,22799,1,1,Medical,50,2557,2,No,21,No,4,1,10
No,294,iOS and Android,4972,1,3,Tour  Travel,49,6437,10,No,18,No,3,1,22
No,422,iOS and Android,29151,1,3,Medical,90,11149,7,No,16,No,3,0,32
No,301,iOS and Android,28173,1,1,Medical,99,2385,1,Yes,24,Yes,4,0,9
No,203,iOS and Android,34174,1,3,Medical,69,6871,8,No,29,No,1,0,14
No,218,iOS and Android,38193,10,3,Social media,95,2343,1,No,18,No,4,2,10
No,399,iOS and Android,12148,1,3,Financial,91,2503,2,No,24,No,4,0,22
No,264,Android,42906,1,4,Financial,76,5151,2,No,20,No,1,1,20
No,242,iOS,15091,24,4,Financial,95,5364,2,No,23,No,4,2,16
No,287,iOS and Android,9414,1,5,Medical,101,3099,8,Yes,20,No,2,1,10
No,256,iOS and Android,5891,1,5,Financial,37,5178,4,No,20,No,3,1,11
No,392,iOS and Android,21772,1,4,Social media,44,16916,2,No,20,No,1,0,38
Yes,248,iOS and Android,18494,1,4,Game,70,2735,3,Yes,24,No,3,0,13
No,189,iOS and Android,30950,26,1,Medical,39,6235,2,No,317,Yes,2,0,9
No,,iOS and Android,33440,1,2,Entertainment,59,6677,0,No,25,No,1,0,15
No,173,iOS and Android,10881,10,1,Medical,,3551,1,No,28,No,4,0,6
Yes,355,iOS,25201,27,2,Financial,90,6453,5,,16,No,4,0,14
No,256,iOS and Android,10684,1,3,Other,68,6317,3,No,406,Yes,3,0,11
Yes,414,iOS and Android,25425,1,3,Medical,89,19913,7,Yes,23,No,4,1,28
No,271,Android,50229,1,4,Financial,90,7636,1,No,18,No,2,0,15
No,,Android,25068,19,4,Medical,56,4307,1,No,27,No,1,1,12
No,196,iOS,,1,2,Financial,82,4419,5,No,17,No,1,1,9
No,219,iOS and Android,23038,27,3,Medical,81,4389,6,No,21,No,1,1,16
Yes,,iOS and Android,40147,1,3,Entertainment,46,5375,8,No,29,No,3,0,9
No,257,iOS and Android,,1,4,Financial,82,3329,4,No,23,No,3,0,16
No,406,iOS and Android,13197,19,4,Medical,105,5537,9,Yes,18,No,2,2,12
No,204,iOS,29051,1,1,Social media,97,4401,0,No,23,No,2,1,12
No,,iOS and Android,20023,10,1,Financial,90,2831,0,Yes,18,No,2,2,15
No,286,iOS,,1,4,Financial,88,6034,6,Yes,20,No,4,0,20
No,256,iOS and Android,4284,1,4,Medical,92,4428,1,No,17,No,3,0,10
No,264,iOS and Android,13470,1,4,Financial,85,2617,2,No,23,No,2,1,7
No,,iOS and Android,32266,1,3,Financial,53,3879,4,No,28,Yes,3,2,12
No,301,iOS,,1,2,Medical,50,4302,3,No,28,Yes,4,1,8
No,256,iOS and Android,38921,1,2,Financial,99,6555,7,No,20,No,2,1,14
No,316,iOS,19999,1,3,Financial,75,18484,2,No,18,No,2,1,34
Yes,,iOS and Android,43538,1,3,Financial,77,1644,1,Yes,485,Yes,3,2,5
No,182,Android,38267,1,3,Financial,65,2745,3,No,19,No,3,3,8
No,391,iOS and Android,46405,11,4,Financial,91,3209,8,No,23,Yes,2,1,14
No,376,iOS and Android,24228,1,3,Medical,73,17679,6,No,25,No,4,0,38
Yes,219,iOS and Android,28215,1,2,Financial,,2375,2,Yes,23,No,4,1,8
No,250,iOS and Android,7491,1,3,Medical,63,11737,0,,16,No,4,0,18
Yes,249,iOS and Android,4161,16,3,Social media,82,5366,5,No,20,No,3,0,9
No,354,iOS and Android,7117,1,2,Other,41,16794,3,Yes,23,No,3,1,32
No,272,iOS and Android,23690,1,3,Other,43,5276,2,No,27,No,1,1,17
No,219,iOS and Android,43868,23,2,Financial,93,2746,1,No,27,Yes,3,1,10
Yes,437,iOS and Android,10049,1,4,Financial,39,19292,9,Yes,18,No,4,0,41
No,264,iOS and Android,44069,1,4,Financial,52,2558,5,No,23,No,3,0,11
No,317,iOS and Android,32670,1,2,Financial,50,6115,11,Yes,19,No,4,1,16
Yes,211,iOS and Android,31188,1,4,Medical,51,4430,7,No,25,No,4,0,8
No,272,iOS and Android,36478,13,3,Tour  Travel,46,2191,6,No,23,No,2,1,18
No,242,iOS and Android,,1,3,Financial,108,6220,2,No,22,No,3,1,17
